date,hightemp,lowtemp,injured
2020-03-04,4.6,-1.3,82
2020-03-05,6.3,-2.8,106
2020-03-06,10.1,-2.5,111
2020-03-07,14.2,1.3,87
2020-03-08,16.9,2.3,91
2020-03-09,17.6,4.8,104
2020-03-10,10.8,3.2,128
2020-03-11,8.3,0.0,107
2020-03-12,13.3,0.2,122
2020-03-13,8.7,-0.1,122
2020-03-14,8.6,-2.7,102
2020-03-15,8.5,0.2,67
2020-03-16,9.1,-2.1,116
2020-03-17,12.3,3.1,117
2020-03-18,17.0,2.7,101
2020-03-19,12.1,5.8,97
2020-03-20,14.0,3.1,138
2020-03-21,19.5,7.9,123
2020-03-22,16.5,6.1,103
2020-03-23,17.0,5.4,122
2020-03-24,17.9,5.3,122
2020-03-25,19.2,6.1,124
2020-03-26,20.6,8.1,127
2020-03-27,15.8,6.7,162
2020-03-28,12.8,4.5,113
2020-03-29,16.1,1.3,106
2020-03-30,16.9,4.3,118
2020-03-31,18.6,4.7,135
2020-04-01,17.4,6.0,116
2020-04-02,15.5,3.4,138
2020-04-03,16.3,5.3,136
2020-04-04,13.3,5.0,119
2020-04-05,13.7,1.9,101
2020-04-06,16.1,2.9,132
2020-04-07,16.8,6.0,109
2020-04-08,14.2,5.2,118
2020-04-09,14.7,4.3,146
2020-04-10,16.8,5.8,122
2020-04-11,16.0,6.2,124
2020-04-12,15.6,4.4,87
2020-04-13,20.4,4.3,122
2020-04-14,19.6,7.6,128
2020-04-15,20.2,7.2,118
2020-04-16,23.8,8.9,123
2020-04-17,15.4,10.4,110
2020-04-18,19.6,8.5,115
2020-04-19,15.5,9.5,88
2020-04-20,13.1,7.6,132
2020-04-21,10.4,4.8,109
2020-04-22,8.3,4.1,128
2020-04-23,12.8,2.9,137
2020-04-24,14.3,4.1,142
2020-04-25,17.1,9.9,174
2020-04-26,19.0,6.8,103
2020-04-27,18.3,8.7,155
2020-04-28,19.9,7.8,137
2020-04-29,21.0,9.3,161
2020-04-30,23.4,9.3,111
2020-05-01,26.2,16.4,113
2020-05-02,23.9,18.0,135
2020-05-03,27.4,17.0,90
2020-05-04,25.3,14.8,139
2020-05-05,19.3,13.1,84
2020-05-06,27.6,11.1,175
2020-05-07,26.5,14.9,144
2020-05-08,27.3,14.3,237
2020-05-09,16.8,12.7,150
2020-05-10,16.6,12.8,108
2020-05-11,22.0,12.4,155
2020-05-12,18.9,10.5,135
2020-05-13,21.8,10.2,135
2020-05-14,25.4,12.4,150
2020-05-15,20.2,14.1,174
2020-05-16,20.3,15.0,125
2020-05-17,24.9,14.6,136
2020-05-18,26.8,13.2,157
2020-05-19,17.1,10.1,112
2020-05-20,20.1,9.2,145
2020-05-21,22.9,10.9,141
2020-05-22,22.7,14.8,161
2020-05-23,25.0,16.6,124
2020-05-24,20.2,14.3,105
2020-05-25,21.3,13.7,149
2020-05-26,22.9,12.7,116
2020-05-27,23.9,11.8,130
2020-05-28,23.4,14.2,121
2020-05-29,27.6,14.6,173
2020-05-30,30.0,16.5,175
2020-05-31,28.0,17.6,118
2020-06-01,24.5,16.6,169
2020-06-02,21.8,14.8,123
2020-06-03,28.4,17.6,153
2020-06-04,26.5,19.7,141
2020-06-05,28.7,18.4,166
2020-06-06,30.9,19.2,122
2020-06-07,29.2,19.2,115
2020-06-08,32.0,19.8,165
2020-06-09,32.8,20.3,145
2020-06-10,32.1,22.5,190
2020-06-11,31.6,21.7,141
2020-06-12,27.6,21.6,161
2020-06-13,33.5,20.6,153
2020-06-14,28.8,20.1,117
2020-06-15,28.6,18.2,141
2020-06-16,30.7,20.0,175
2020-06-17,30.3,20.2,128
2020-06-18,27.3,20.3,154
2020-06-19,30.0,21.1,167
2020-06-20,29.7,20.7,145
2020-06-21,32.7,19.5,106
2020-06-22,35.4,21.7,126
2020-06-23,31.0,23.2,180
2020-06-24,26.3,19.9,163
2020-06-25,23.4,20.1,160
2020-06-26,25.7,19.2,146
2020-06-27,29.6,20.4,147
2020-06-28,30.1,21.5,125
2020-06-29,26.5,20.6,132
2020-06-30,23.1,18.4,131
2020-07-01,24.3,18.1,107
2020-07-02,29.8,20.4,130
2020-07-03,30.6,21.6,185
2020-07-04,29.5,20.4,152
2020-07-05,27.6,19.9,106
2020-07-06,30.9,21.8,100
2020-07-07,28.1,22.1,119
2020-07-08,30.4,21.3,128
2020-07-09,32.9,21.8,136
2020-07-10,27.7,22.7,182
2020-07-11,30.2,22.2,160
2020-07-12,26.0,21.7,151
2020-07-13,21.7,17.7,148
2020-07-14,24.3,17.2,168
2020-07-15,28.7,18.9,153
2020-07-16,29.7,20.4,150
2020-07-17,31.6,21.5,150
2020-07-18,31.0,22.8,145
2020-07-19,26.6,20.6,116
2020-07-20,26.6,22.4,141
2020-07-21,30.5,21.4,137
2020-07-22,25.7,22.6,121
2020-07-23,22.6,18.5,174
2020-07-24,26.8,18.7,124
2020-07-25,29.0,22.3,146
2020-07-26,29.6,21.6,105
2020-07-27,25.5,22.9,120
2020-07-28,26.4,22.7,120
2020-07-29,24.9,22.6,176
2020-07-30,28.4,23.4,123
2020-07-31,29.6,22.8,161
2020-08-01,26.9,24.3,126
2020-08-02,26.4,23.5,104
2020-08-03,26.3,23.9,118
2020-08-04,29.4,25.0,148
2020-08-05,29.1,25.5,147
2020-08-06,26.0,22.9,127
2020-08-07,26.1,22.6,152
2020-08-08,26.1,22.7,126
2020-08-09,25.8,23.7,104
2020-08-10,29.5,24.7,102
2020-08-11,27.3,22.4,143
2020-08-12,31.3,23.5,115
2020-08-13,30.3,26.3,132
2020-08-14,28.0,26.5,161
2020-08-15,27.0,25.0,132
2020-08-16,30.8,25.3,155
2020-08-17,32.2,26.1,117
2020-08-18,31.9,24.0,135
2020-08-19,31.4,23.6,148
2020-08-20,31.7,25.0,115
2020-08-21,29.2,25.2,144
2020-08-22,27.6,21.7,103
2020-08-23,29.9,21.5,110
2020-08-24,32.0,23.7,108
2020-08-25,34.5,26.0,158
2020-08-26,34.5,27.0,117
2020-08-27,28.6,25.6,119
2020-08-28,29.7,26.0,149
2020-08-29,29.0,25.5,124
2020-08-30,30.6,24.4,92
2020-08-31,30.0,23.8,136
2020-09-01,29.5,23.8,96
2020-09-02,26.4,22.6,116
2020-09-03,25.6,20.0,116
2020-09-04,27.5,19.9,148
2020-09-05,27.3,19.2,125
2020-09-06,24.4,19.5,89
2020-09-07,20.6,17.5,128
2020-09-08,26.5,20.6,141
2020-09-09,25.3,19.0,109
2020-09-10,27.0,18.8,110
2020-09-11,27.1,19.2,160
2020-09-12,23.2,18.1,132
2020-09-13,26.6,16.7,140
2020-09-14,24.9,17.6,128
2020-09-15,27.7,18.9,111
2020-09-16,24.9,21.3,118
2020-09-17,23.6,20.1,124
2020-09-18,25.8,18.1,159
2020-09-19,26.2,17.6,142
2020-09-20,24.9,15.6,112
2020-09-21,25.3,13.6,139
2020-09-22,25.6,15.5,190
2020-09-23,23.8,15.2,151
2020-09-24,25.4,16.8,159
2020-09-25,25.4,16.6,162
2020-09-26,24.8,14.8,166
2020-09-27,25.8,14.9,116
2020-09-28,26.5,15.7,175
2020-09-29,23.9,15.3,170
2020-09-30,25.7,16.2,124
2020-10-01,23.6,15.6,63
2020-10-02,21.9,16.3,80
2020-10-03,23.2,18.3,77
2020-10-04,21.8,10.6,63
2020-10-05,18.4,8.5,142
2020-10-06,19.7,9.3,149
2020-10-07,22.0,9.9,134
2020-10-08,23.1,12.1,170
2020-10-09,23.3,12.4,143
2020-10-10,21.5,12.3,117
2020-10-11,20.8,12.7,73
2020-10-12,21.3,12.1,141
2020-10-13,18.4,8.6,118
2020-10-14,18.0,8.5,120
2020-10-15,18.5,6.5,150
2020-10-16,15.4,8.6,151
2020-10-17,18.6,8.7,199
2020-10-18,20.2,7.2,100
2020-10-19,21.3,9.8,141
2020-10-20,21.7,9.9,154
2020-10-21,17.3,11.8,108
2020-10-22,18.2,8.4,144
2020-10-23,13.3,5.4,184
2020-10-24,14.0,3.2,169
2020-10-25,18.2,5.4,130
2020-10-26,19.0,8.0,127
2020-10-27,19.4,9.0,157
2020-10-28,18.2,8.6,160
2020-10-29,16.1,5.5,162
2020-10-30,19.6,5.8,162
2020-10-31,18.2,8.5,175
2020-11-01,15.0,11.6,106
2020-11-02,15.6,7.9,153
2020-11-03,8.6,2.7,142
2020-11-04,10.8,0.2,140
2020-11-05,15.9,3.4,143
2020-11-06,17.2,9.9,127
2020-11-07,18.1,12.2,152
2020-11-08,12.4,3.1,128
2020-11-09,8.9,0.7,111
2020-11-10,12.9,3.5,126
2020-11-11,16.5,3.5,144
2020-11-12,17.7,4.6,161
2020-11-13,17.6,8.5,134
2020-11-14,19.3,6.8,163
2020-11-15,14.9,8.2,94
2020-11-16,18.3,7.5,112
2020-11-17,20.0,11.7,135
2020-11-18,18.7,14.8,154
2020-11-19,19.1,6.9,143
2020-11-20,7.0,0.3,162
2020-11-21,12.8,-0.3,146
2020-11-22,9.1,1.5,88
2020-11-23,5.9,-1.5,103
2020-11-24,6.4,0.2,148
2020-11-25,9.5,0.0,110
2020-11-26,10.9,1.9,113
2020-11-27,7.7,0.6,153
2020-11-28,2.8,-2.3,128
2020-11-29,2.6,-3.6,86
2020-11-30,4.3,-3.6,140
2020-12-01,6.7,-3.6,1
2020-12-02,6.1,0.5,1
2020-12-03,4.2,-2.3,2
2020-12-04,4.4,-4.6,0
2020-12-05,6.6,-2.2,0
2020-12-06,9.1,1.2,0
2020-12-07,6.3,-0.7,0
2020-12-08,4.1,-3.5,0
2020-12-09,6.2,-4.1,1
2020-12-10,9.3,3.2,1
2020-12-11,9.4,2.6,0
2020-12-12,6.1,-0.3,2
2020-12-13,2.0,-6.0,0
2020-12-14,-5.0,-9.7,0
2020-12-15,-4.6,-11.1,0
2020-12-16,-3.9,-11.2,0
2020-12-17,0.8,-11.1,0
2020-12-18,1.8,-6.4,1
2020-12-19,-1.2,-9.6,0
2020-12-20,1.1,-8.2,0
2020-12-21,4.7,-6.0,2
2020-12-22,7.2,-2.5,1
2020-12-23,8.5,-0.4,0
2020-12-24,6.1,-2.0,1
2020-12-25,3.5,-4.7,0
2020-12-26,8.0,-2.1,1
2020-12-27,10.0,1.4,0
2020-12-28,11.4,4.2,0
2020-12-29,4.3,-6.2,0
2020-12-30,-6.2,-12.9,2
2020-12-31,-5.0,-12.9,0
